Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF ,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,,,,,,,,,,
354890605000069,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,227,686,3,2,1,82,2809,27,7482182,48,2859,66,7472247,91,1625,36,6171873,87,2214,15,7106019,1
354890605000070,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,247,788,3,19,1,58,2939,4,9423461,29,3063,43,9441208,7,1502,83,5640861,6,2322,84,6816514,98
354890605000071,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,303,910,3,1,64,3475,5,12443621,82,3545,25,12446129,13,1900,11,7611381,26,2716,39,8665729,62,
354890605000072,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,225,682,3,3,1,36,2871,95,7090886,26,2950,63,7052817,46,1539,48,4445723,64,2249,75,4899942,96
354890605000073,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,175,510,2,91,2,38,1029,87,476337,78,1066,43,454125,39,668,9,458372,82,915,46,401468,41
354890605000074,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,281,889,3,16,2,21,1162,44,1536901,25,1270,99,1542474,87,788,85,1039092,72,1130,35,1103028,63
354890605000075,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,146,445,3,5,2,1351,39,16849289,88,1461,5,18070308,58,801,2,6444192,36,1143,76,8816058,38,
354890605000076,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,132,373,2,83,2,2,1419,53,2545491,29,1441,37,2553234,3,893,74,1501511,77,1230,2,1653460,84
354890605000077,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,148,517,3,49,2,33,981,5,746775,42,1116,88,698085,95,699,17,544870,5,960,85,497223,74
354890605000078,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,274,736,2,69,1,89,1413,86,1729170,92,1461,88,1717657,98,876,72,1155456,88,1230,99,1186320,64
354890605000079,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,230,612,2,66,2,2,1602,48,2098907,45,1660,23,2078579,22,1138,92,1794240,5,1440,39,1835031,6
354890605000080,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,198,568,2,87,1,68,1587,55,1744355,59,1628,68,1722447,93,1133,72,5986510,81,1553,29,7554400,69
354890605000081,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,153,408,2,67,1,45,1821,61,1770967,65,1858,5,1738477,51,1162,33,1520295,7,1549,77,1426277,57
354890605000082,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,169,484,2,86,1,48,1408,84,1406716,31,1451,79,1387126,51,894,56,1009613,13,1236,28,972707,28
354890605000083,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,276,809,2,93,1,7,1603,43,1224294,3,1657,48,1175796,88,1019,32,1026182,79,1337,74,920591,76
354890605000084,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,104,323,3,11,1,34,6872,98,28435172,58,6939,71,28246336,19,3576,69,21296146,31,5204,18,22523203,18
354890605000085,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,359,1132,3,15,1,68,2608,6,11319932,79,2787,17,11597945,9,1442,89,6057633,2,2067,86,7391011,27
354890605000086,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,333,1086,3,26,1,66,2738,34,8340876,12,2849,58,8362790,58,1449,47,4818894,92,2168,55,5651484,46
354890605000087,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,271,851,3,14,1,42,3184,21,11333897,25,3293,59,11363084,6,1748,91,7388680,2588,38,8765120,3,
354890605000088,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,390,1160,2,97,1,98,1998,76,3624362,69,2089,86,3599101,92,1159,61,2423003,58,1633,42,2639394,36
354890605000089,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,420,1221,2,91,2,72,2088,39,4544126,67,2226,2,4537177,2,1324,13,3279517,3,1833,8,3607611,85
354890605000090,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,178,485,2,72,2,4,3354,83,9893387,97,3512,71,9803866,16,2230,58,8639533,59,2917,9,9298071,14
354890605000091,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,185,457,2,47,1,52,2683,81,7463880,1,3122,67,7313017,2,1749,98,5630864,85,2646,16,6144822,98
354890605000092,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,192,559,2,91,1,8,2295,2,11242840,9,2899,2,12458365,47,1767,11,7142677,6,2501,37,8277044,51
354890605000093,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,134,341,2,54,1,93,3137,7,11739143,87,3284,78,11806820,13,2029,3,10502367,77,2668,42,12112515,4
354890605000094,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,159,445,2,8,1,85,2415,44,12719181,75,2543,41,13069887,11,1385,18,6278405,84,1857,3,7545523,53
354890605000095,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,181,520,2,87,1,81,1212,76,1815112,5,1346,69,1835323,22,756,55,957877,18,1098,5,1015353,15
354890605000096,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,158,446,2,82,2,41,1266,2,1195031,35,1429,1115472,37,896,19,1061298,89,1321,6,1002950,65,
354890605000097,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,161,481,2,99,2,11,1559,51,2574049,68,1630,4,2575487,73,965,87,1890468,13,1326,17,2118575,49
354890605000098,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,262,720,2,75,1,54,1455,8,1651840,62,1563,2,1605628,5,930,21,1137696,91,1274,94,1119773,51
354890605000099,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,139,483,3,47,3,29,1386,97,1420198,1,1482,99,1375779,29,775,57,941155,89,1167,44,959272,35
354890605000100,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,209,652,3,12,1,69,1622,14,2532554,8,1686,7,2524413,69,950,42,1675025,44,1323,39,1839156,4
354890605000101,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,239,744,3,11,2,53,1266,32,1353088,57,1357,17,1326744,33,804,74,916057,82,1151,37,911528,71
354890605000102,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,192,515,2,68,1,45,1579,15,1851235,5,1665,91,1808170,16,954,46,1397439,8,1393,57,1428517,8
354890605000103,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,225,641,2,85,1,83,1605,5,2854248,47,1657,6,2860501,47,976,9,1889130,79,1342,7,2106948,74
354890605000104,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,392,1268,3,23,1,77,1985,96,3244718,21,2048,67,3218633,13,1157,96,2557907,91,1657,89,2833771,68
354890605000105,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,325,1037,3,19,2,11,1275,7,906195,81,1368,33,845048,88,755,98,703660,26,1109,25,640517,11
354890605000106,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,179,560,3,13,2,6,1525,58,3076752,47,1578,49,3100077,6,884,42,1568837,6,1249,89,1760857,4
354890605000107,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,219,669,3,5,2,1,3327,57,57610586,31,3421,31,58918867,95,1554,88,23072436,35,2315,4,32616045,5
354890605000108,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,252,748,2,97,1,74,3285,51,14151849,16,3338,5,14203398,65,1741,73,9259426,37,2489,23,11376996,32
354890605000109,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,291,953,3,27,1,59,2379,59,6849637,76,2518,4,6899725,33,1313,17,4761147,42,2055,92,5929256,74
354890605000110,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,155,494,3,19,2,3,1342,35,1518255,84,1387,9,1506722,6,786,23,928067,72,1111,31,950598,25
354890605000111,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,247,786,3,18,2,11,1270,81,953001,54,1347,17,907200,3,786,36,706602,23,1108,34,638928,64
354890605000112,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,190,650,3,42,3,22,1356,84,1065386,26,1371,27,1056881,4,734,65,686637,24,1037,65,655355,7
354890605000113,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,161,518,3,22,2,5,973,39,795858,33,1058,89,775089,75,589,87,573008,23,960,15,577193,35
354890605000114,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,204,594,2,91,2,6,1449,2867916,83,1531,58,2905079,9,911,28,1551798,44,1219,51,1701150,74,
354890605000115,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,161,499,3,1,2,68,1616,88,3909209,65,1701,42,3970168,99,933,62,2014984,84,1374,91,2361780,74
354890605000116,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,167,473,2,83,2,1,1575,53,2508829,9,1644,46,2505217,41,972,91,1561565,78,1381,73,1653158,49
354890605000117,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,174,505,2,9,1,83,1251,97,1062787,24,1320,26,1030401,45,820,5,740229,37,1135,82,666383,58
354890605000118,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,277,802,2,9,1,98,1620,47,2477051,76,1687,48,2466364,25,970,47,1718108,6,1345,67,1877756,94
354890605000119,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,309,1080,3,5,2,43,974,32,511099,54,1013,69,491779,69,586,4,369291,75,848,73,311758,84
354890605000120,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,297,1041,3,51,2,62,1162,56,1063268,15,1264,76,1027348,26,711,61,699631,67,1063,26,671419,86
354890605000121,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,304,966,3,18,1,72,1208,5,814822,75,1293,61,761924,65,752,71,612150,81,1066,95,532298,51
354890605000122,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,425,1398,3,29,2,1,1143,84,576851,72,1230,71,513586,13,687,25,473731,93,990,45,382320,69
354890605000123,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,312,1029,3,3,2,33,1245,45,1053655,87,1339,93,1006827,78,721,43,763984,95,1109,8,744219,71
354890605000124,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,416,1467,3,53,2,12,953,42,467730,37,979,32,455042,95,583,73,402506,2,825,59,369562,38
354890605000125,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,237,790,3,33,2,76,990,46,532990,72,1076,79,486276,9,628,23,429140,54,949,74,343228,43
354890605000126,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,230,808,3,51,2,22,1027,26,500982,8,1109,25,449781,14,598,66,405415,87,916,37,329263,53
354890605000127,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,265,967,3,65,2,75,1191,61,660067,85,1248,13,620676,49,660,18,508914,66,983,3,440151,82
354890605000128,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,227,756,3,33,2,1,1336,75,1697061,51,1398,35,1689090,14,741,8,1142424,33,1105,23,1300817,49
354890605000129,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,188,608,3,23,2,6,1161,75,967460,92,1323,69,887474,63,721,99,745435,89,1124,91,708085,11
354890605000130,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,280,950,3,39,2,17,1174,1,539463,18,1208,64,513497,1,673,36,505458,85,996,39,425939,64
354890605000131,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,157,517,3,29,2,29,1236,82,612288,5,1285,96,573159,76,771,94,504691,6,1051,83,392961,32
354890605000132,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,335,1100,3,28,2,37,1265,3,1195212,65,1398,92,1134302,47,788,97,1159568,38,1159,4,1274697,35
354890605000133,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,333,1047,3,14,1,86,1386,9,1635558,91,1489,8,1603504,35,835,42,1446315,22,1210,58,1641953,86
354890605000134,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,322,983,3,5,1,52,3088,51,11909989,12,3417,53,12054824,8,1937,7633014,5,2799,37,8618885,88,
354890605000135,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,232,741,3,19,1,91,2201,79,6689951,67,2375,88,6805834,27,1224,65,3835123,88,1779,57,4587072,85
354890605000136,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,269,851,3,16,2,7,907,84,1024137,94,1052,63,1035113,44,682,88,651973,7,939,59,655872,54
354890605000137,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,264,869,3,29,2,22,1816,41,5723374,48,1981,53,5917276,39,1141,71,4013240,53,1611,5,4908618,93
354890605000138,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,274,862,3,15,2,7,999,74,867813,82,1104,56,842923,24,648,57,546178,939,44,517820,44,
354890605000139,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,282,882,3,13,2,32,1161,65,711228,53,1217,79,677107,71,768,67,912501,92,1005,88,955567,42
354890605000140,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,268,915,3,41,2,76,1088,93,578180,3,1126,77,555547,79,659,43,439927,83,915,88,376021,33
354890605000141,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,227,671,2,96,1,79,1099,82,2011124,22,1161,2,2052283,59,684,2,1053869,17,999,6,1224711,13
354890605000142,3,Região Sudeste,SP,São Paulo,3505,Araraquara,35025,São Carlos,0,Municípios não pertencentes a estrutura de RM,3548906,SÃO CARLOS,354890605,SÃO CARLOS,35489060500,SÃO CARLOS,3548906000,SÃO CARLOS (todos os setores),1,0,320,957,2,99,1,95,2015,2,6377100,11,2060,27,6427025,53,1157,13,3599652,85,1588,4,4257343,98
